Year,Month,Day,TSU,EQ,Name,Location,Country,Latitude,Longitude,Elevation,Type,Status,Time,VEI,Agent,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION
1967,7.0,8.0,,,"Lengai, Ol Doinyo",Africa-E,Tanzania,-2.7510000000000003,35.902,2890,Stratovolcano,Historical,D1,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1967,8.0,31.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,3.0,M,3.0,1.0,,,,,,1.0,,,3.0,1.0,,,,,,1.0,,
1967,12.0,4.0,TSU,,Deception Island,Antarctica,Antarctica,-62.97,-60.65,576,Caldera,Historical,D1,3.0,,,,,,,,,,,,,,,,,,,,,
1968,4.0,21.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,3.0,"M,P",6.0,1.0,,,,,,,,,6.0,1.0,,,,,,,,
1968,7.0,29.0,,,Arenal,Costa Rica,Costa Rica,10.463,-84.70299999999999,1657,Stratovolcano,Historical,D1,3.0,"P,T",80.0,2.0,,,,,,,,,80.0,2.0,,,,,,,,
1969,1.0,7.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,2.0,P,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1969,1.0,28.0,,,Iya,Lesser Sunda Is,Indonesia,-8.88,121.63,637,Stratovolcano,Historical,D1,3.0,"T,m",2.0,1.0,,,10.0,1.0,,,287.0,3.0,2.0,1.0,,,10.0,1.0,,,287.0,3.0
1969,3.0,21.0,TSU,,Didicas,Luzon-N of,Philippines,19.077,122.20200000000001,244,Compound volcano,Historical,D1,2.0,W,,,,,,,,,,,3.0,1.0,,,,,,,,
1969,8.0,26.0,,,Narugo,Honshu-Japan,Japan,38.73,140.73,462,Caldera,Historical,D6,,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1970,3.0,2.0,,,Campi Flegrei,Italy,Italy,40.827,14.139000000000001,458,Caldera,Historical,D5,,S,3.0,1.0,,,,,,1.0,,1.0,3.0,1.0,,,,,,1.0,,1.0
1970,5.0,5.0,,,Hekla,Iceland-S,Iceland,63.98,-19.7,1491,Stratovolcano,Historical,D1,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1971,8.0,12.0,,,"Hudson, Cerro",Chile-S,Chile,-45.9,-72.97,1905,Stratovolcano,Historical,D1,3.0,M,5.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1971,9.0,6.0,TSU,,Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,-10.38,165.8,851,Stratovolcano,Historical,D1,2.0,,,,,,,,,,,,,,,,,,,,,
1971,9.0,14.0,,,Fuego,Guatemala,Guatemala,14.472999999999999,-90.88,3763,Stratovolcano,Historical,D1,3.0,"M,T",10.0,1.0,,,,,,,,,10.0,1.0,,,,,,,,
1971,10.0,26.0,,,La Palma,Canary Is,Spain,28.58,-17.83,2426,Stratovolcano,Historical,D1,2.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,
1971,10.0,29.0,,,Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,Historical,D1,2.0,M,15.0,1.0,,,,,,,,,15.0,1.0,,,,,,,,
1971,12.0,27.0,,,Kusatsu-Shirane,Honshu-Japan,Japan,36.62,138.55,2176,Stratovolcano,Historical,D1,,G,6.0,1.0,,,,,,,,,6.0,1.0,,,,,,,,
1972,6.0,9.0,,,"Fournaise, Piton de la",Indian O-W,Reunion,-21.229,55.713,2631,Shield volcano,Historical,D1,2.0,I,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1972,10.0,2.0,,,Hakone,Honshu-Japan,Japan,35.22,139.02,1438,Complex volcano,Radiocarbon,D7,,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1972,10.0,9.0,TSU,,Ritter Island,New Guinea-NE of,Papua New Guinea,-5.52,148.121,140,Stratovolcano,Historical,D1,1.0,,,,,,,,,,,,,,,,,,,,,
1973,1.0,27.0,,,Vestmannaeyjar,Iceland-S,Iceland,63.43,-20.28,279,Submarine volcano,Historical,D1,3.0,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1973,1.0,,,,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,Historical,D1,3.0,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
1973,4.0,5.0,,,"Hudson, Cerro",Chile-S,Chile,-45.9,-72.97,1905,Stratovolcano,Historical,D1,,M,2.0,1.0,,,,,,1.0,,1.0,2.0,1.0,,,,,,1.0,,1.0
1973,12.0,5.0,,,Iliwerung,Lesser Sunda Is,Indonesia,-8.54,123.59,1018,Complex volcano,Historical,D1,2.0,W,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1974,2.0,11.0,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,3.0,A,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1974,6.0,17.0,,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,3.0,M,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1974,7.0,28.0,,,Niigata-Yake-yama,Honshu-Japan,Japan,36.92,138.03,2400,Lava dome,Historical,D1,2.0,T,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1974,8.0,9.0,,,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,Historical,D1,3.0,M,5.0,1.0,,,,,,,,,5.0,1.0,,,,,,,,
1974,10.0,10.0,,,Fuego,Guatemala,Guatemala,14.472999999999999,-90.88,3763,Stratovolcano,Historical,D1,4.0,"T,M",,1.0,,,,,,2.0,,3.0,,1.0,,,,,,2.0,,3.0
1974,10.0,17.0,TSU,,Ritter Island,New Guinea-NE of,Papua New Guinea,-5.52,148.121,140,Stratovolcano,Historical,D1,1.0,,,,,,,,,,,,,,,,,,,,,
1974,10.0,22.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,2.0,M,9.0,1.0,,,,,,,6.0,1.0,9.0,1.0,,,,,,,6.0,1.0
1975,1.0,,,,Marapi,Sumatra,Indonesia,-0.381,100.473,2891,Complex volcano,Historical,D1,2.0,M,80.0,2.0,,,,,,3.0,,3.0,80.0,2.0,,,,,,3.0,,3.0
1975,6.0,17.0,,,Arenal,Costa Rica,Costa Rica,10.463,-84.70299999999999,1657,Stratovolcano,Historical,D1,3.0,,2.0,1.0,,,,1.0,,,,,2.0,1.0,,,,1.0,,,,
1975,11.0,29.0,TSU,EQ,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,0.0,W,,,,,,,,,,,2.0,1.0,,,,1.0,4.0,2.0,,
1976,8.0,3.0,,,Kusatsu-Shirane,Honshu-Japan,Japan,36.62,138.55,2176,Stratovolcano,Historical,D1,,G,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1976,8.0,12.0,,,Sangay,Ecuador,Ecuador,-2.03,-78.33,5230,Stratovolcano,Historical,D1,3.0,T,2.0,1.0,,,4.0,1.0,,,,,2.0,1.0,,,4.0,1.0,,,,
1976,8.0,31.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,2.0,M,119.0,3.0,,,,,,,,,119.0,3.0,,,,,,,,
1976,9.0,15.0,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,2.0,P,1.0,1.0,,,1.0,1.0,,,24.0,1.0,1.0,1.0,,,1.0,1.0,,,24.0,1.0
1976,11.0,25.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,2.0,M,29.0,1.0,,,,,,,,,29.0,1.0,,,,,,,,
1977,1.0,10.0,,,Nyiragongo,Africa-C,"Congo, DRC",-1.52,29.25,3470,Stratovolcano,Historical,D1,1.0,L,,2.0,,,,,,3.0,,,,2.0,,,,,,3.0,,
1977,4.0,5.0,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,Historical,D1,0.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,
1977,4.0,27.0,,,Krafla,Iceland-NE,Iceland,65.73,-16.78,650,Caldera,Historical,D1,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1977,8.0,2.0,,,Kliuchevskoi,Kamchatka,Russia,56.056999999999995,160.638,4835,Stratovolcano,Historical,D1,3.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1977,8.0,7.0,,,Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,Historical,D1,3.0,I,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1978,1.0,13.0,,,Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,Historical,D1,3.0,m,3.0,1.0,,,2.0,1.0,,,,,3.0,1.0,,,2.0,1.0,,,,
1978,7.0,29.0,,,Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565,Stratovolcano,Historical,D1,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1978,9.0,2.0,,,Santa Maria,Guatemala,Guatemala,14.755999999999998,-91.552,3772,Stratovolcano,Historical,D1,3.0,M,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1978,9.0,19.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,3.0,M,12.0,1.0,,,,,,,,,12.0,1.0,,,,,,,,
1978,,,,,Tangkubanparahu,Java,Indonesia,-6.77,107.6,2084,Stratovolcano,Historical,D1,,I,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1979,2.0,20.0,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,Historical,D1,1.0,G,149.0,3.0,,,,,,,,,149.0,3.0,,,,,,,,
1979,3.0,8.0,,,Karkar,New Guinea-NE of,Papua New Guinea,-4.649,145.964,1839,Stratovolcano,Historical,D1,2.0,P,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1979,4.0,13.0,,,Soufriere St. Vincent,W Indies,St. Vincent & the Grenadines,13.33,-61.18,1220,Stratovolcano,Historical,D1,3.0,"T,P",2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1979,7.0,5.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,2.0,T,9.0,1.0,,,23.0,1.0,,,,,9.0,1.0,,,23.0,1.0,,,,
1979,7.0,18.0,TSU,,Iliwerung,Lesser Sunda Is,Indonesia,-8.54,123.59,1018,Complex volcano,Historical,D1,,W,,,,,,,,,,,1239.0,4.0,,,32.0,1.0,,3.0,,3.0
1979,9.0,6.0,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,2.0,T,3.0,1.0,,,11.0,1.0,,,,,3.0,1.0,,,11.0,1.0,,,,
1980,5.0,18.0,TSU,EQ,St. Helens,US-Washington,United States,46.2,-122.18,2549,Stratovolcano,Historical,D1,5.0,"P,M,T",57.0,2.0,,,,,2000.0,4.0,,,61.0,2.0,,,,,2000.0,4.0,,
1980,8.0,17.0,,,Hekla,Iceland-S,Iceland,63.98,-19.7,1491,Stratovolcano,Historical,D1,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1980,12.0,25.0,,,Hood,US-Oregon,United States,45.373999999999995,-121.694,3426,Stratovolcano,Historical,D3,,m,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1981,3.0,17.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,2.0,,,,,,,,10.0,3.0,,,,,,,,,,,,
1981,3.0,29.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,3.0,P,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1981,4.0,27.0,,,Alaid,Kuril Is,Russia,50.858000000000004,155.55,2339,Stratovolcano,Historical,D1,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1981,5.0,14.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,3.0,m,372.0,3.0,120.0,3.0,152.0,3.0,,,,,372.0,3.0,120.0,3.0,152.0,3.0,,,,
1981,6.0,30.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,,m,200.0,3.0,,,,,,,,,200.0,3.0,,,,,,,,
1981,9.0,5.0,,,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,Historical,D1,2.0,P,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
1981,,,,,Vilyuchik,Kamchatka,Russia,52.68,158.3,2173,Stratovolcano,Tephrochronology,D7,,A,,1.0,,,,,,,,,,1.0,,,,,,,,
1982,3.0,29.0,,EQ,"Chichon, El",Mexico,Mexico,17.36,-93.228,1150,Tuff cone,Historical,D1,5.0,"P,T,M,S",1879.0,4.0,1755.0,4.0,,,3.3,2.0,,,1879.0,4.0,1755.0,4.0,,,3.3,2.0,,
1982,4.0,4.0,,,"Chichon, El",Mexico,Mexico,17.36,-93.228,1150,Tuff cone,Historical,D1,5.0,P,33.0,1.0,,,,,,,,,33.0,1.0,,,,,,,,
1982,5.0,17.0,,,Galunggung,Java,Indonesia,-7.25,108.05,2168,Stratovolcano,Historical,D1,4.0,"I,T",68.0,2.0,,,,,15.0,3.0,,,68.0,2.0,,,,,15.0,3.0,,
1982,5.0,27.0,,,"Chichon, El",Mexico,Mexico,17.36,-93.228,1150,Tuff cone,Historical,D1,5.0,m,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1983,3.0,8.0,,,Kliuchevskoi,Kamchatka,Russia,56.056999999999995,160.638,4835,Stratovolcano,Historical,D1,2.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1983,7.0,23.0,,,Colo [Una Una],Sulawesi-Indonesia,Indonesia,-0.17,121.60799999999999,507,Stratovolcano,Historical,D1,4.0,,,,,,,,,2.0,,3.0,,,,,,,,2.0,,3.0
1983,8.0,17.0,TSU,,Iliwerung,Lesser Sunda Is,Indonesia,-8.54,123.59,1018,Complex volcano,Historical,D1,1.0,W,,,,,,,,,,,,,,,,,,,,
1983,10.0,3.0,,EQ,Miyake-jima,Izu Is-Japan,Japan,34.08,139.53,815,Stratovolcano,Historical,D1,3.0,,,,,,,,,1.0,,,,,,,,,,2.0,,
1984,8.0,15.0,,,Oku Volc Field,Africa-W,Cameroon,6.25,10.5,3011,Maar,Radiocarbon,D5,,G,37.0,1.0,,,,,,,,,37.0,1.0,,,,,,,,
1984,9.0,9.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,3.0,M,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1984,9.0,14.0,,,On-take,Honshu-Japan,Japan,35.9,137.48,3063,Complex volcano,Historical,D1,,A,29.0,1.0,,,,,,,,,29.0,1.0,,,,,,,,
1984,10.0,16.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,3.0,S,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1985,5.0,10.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,3.0,A,70.0,2.0,,,,,,,,,70.0,2.0,,,,,,,,
1985,11.0,13.0,,,Ruiz,Colombia,Colombia,4.895,-75.322,5321,Stratovolcano,Historical,D1,3.0,M,23080.0,4.0,,,10000.0,4.0,,,,,23080.0,4.0,,,10000.0,4.0,,,,
1985,12.0,19.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,1.0,S,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1986,5.0,8.0,,,Akita-Yake-yama,Honshu-Japan,Japan,39.97,140.77,1366,Complex volcano,Historical,D1,,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1986,7.0,24.0,,,Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,Historical,D1,2.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1986,8.0,21.0,,,Oku Volc Field,Africa-W,Cameroon,6.25,10.5,3011,Maar,Radiocarbon,D5,3.0,G,1700.0,4.0,,,300.0,3.0,,,,,1700.0,4.0,,,300.0,3.0,,,,
1986,10.0,15.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,2.0,M,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1986,11.0,15.0,,,Oshima,Izu Is-Japan,Japan,34.73,139.38,758,Stratovolcano,Historical,D1,3.0,I,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1987,1.0,25.0,,,Pacaya,Guatemala,Guatemala,14.380999999999998,-90.601,2552,Complex volcano,Historical,D1,3.0,,,,,,15.0,1.0,,1.0,63.0,2.0,,,,,15.0,1.0,,1.0,63.0,2.0
1987,4.0,17.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,2.0,T,2.0,1.0,,,7.0,1.0,,,,,2.0,1.0,,,7.0,1.0,,,,
1987,12.0,1.0,,EQ,Sirung,Lesser Sunda Is,Indonesia,-8.51,124.148,862,Complex volcano,Historical,D1,,,,,,,,,,,,,125.0,3.0,,,,3.0,5.0,3.0,237.0,3.0
1988,5.0,9.0,,,Banda Api,Banda Sea,Pacific Ocean,-4.525,129.871,640,Caldera,Historical,D1,3.0,"T,L",4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1988,7.0,6.0,,,Arenal,Costa Rica,Costa Rica,10.463,-84.70299999999999,1657,Stratovolcano,Historical,D1,3.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1988,7.0,30.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,3.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1988,12.0,25.0,,,Lonquimay,Chile-C,Chile,-38.376999999999995,-71.58,2865,Stratovolcano,Historical,D1,3.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1988,,,,,Akita-Yake-yama,Honshu-Japan,Japan,39.97,140.77,1366,Complex volcano,Historical,D1,,I,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1989,2.0,12.0,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1989,8.0,26.0,,,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,Historical,D1,,G,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1990,2.0,2.0,,,Shiveluch,Kamchatka,Russia,56.653,161.36,3283,Stratovolcano,Historical,D1,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1990,2.0,10.0,,,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731,Stratovolcano,Historical,D1,4.0,"T,P",32.0,1.0,,,,,,,,,32.0,1.0,,,,,,,,
1990,3.0,26.0,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,2.0,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1990,4.0,18.0,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,2.0,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1990,5.0,29.0,,,Sabancaya,Peru,Peru,-15.78,-71.85,5967,Stratovolcano,Historical,D1,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1990,6.0,24.0,,,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,Historical,D1,,G,6.0,1.0,,,,,,,,,6.0,1.0,,,,,,,,
1990,7.0,19.0,,,Santa Maria,Guatemala,Guatemala,14.755999999999998,-91.552,3772,Stratovolcano,Historical,D1,3.0,T,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1990,10.0,19.0,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,2.0,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1990,11.0,21.0,,,Nyiragongo,Africa-C,"Congo, DRC",-1.52,29.25,3470,Stratovolcano,Historical,D1,,S,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1990,11.0,25.0,,,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731,Stratovolcano,Historical,D1,,m,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1991,6.0,3.0,,,Unzen,Kyushu-Japan,Japan,32.75,130.3,1500,Complex volcano,Historical,D1,1.0,P,43.0,1.0,,,,,,,,,43.0,1.0,,,,,,,,
1991,6.0,15.0,,EQ,Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486,Stratovolcano,Historical,D1,6.0,"P,m,I",350.0,3.0,,,4.0,1.0,,3.0,,,800.0,3.0,,,4.0,1.0,,3.0,,
1991,6.0,,,,Mutnovsky,Kamchatka,Russia,52.453,158.195,2322,Complex volcano,Historical,D2,,I,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1991,7.0,3.0,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,Historical,D1,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1991,8.0,8.0,,,"Hudson, Cerro",Chile-S,Chile,-45.9,-72.97,1905,Stratovolcano,Historical,D1,5.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1991,10.0,24.0,,,Lokon-Empung,Sulawesi-Indonesia,Indonesia,1.358,124.792,1580,Stratovolcano,Historical,D1,1.0,"T,P",1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1991,12.0,14.0,,,Etna,Italy,Italy,37.734,15.004000000000001,3350,Stratovolcano,Historical,D1,2.0,,,,,,,,2.5,2.0,,,,,,,,,2.5,2.0,,
1992,1.0,21.0,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,2.0,M,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1992,3.0,18.0,,,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,Historical,D1,,G,1.0,1.0,,,2.0,1.0,,,,,1.0,1.0,,,2.0,1.0,,,,
1992,4.0,10.0,,,"Negro, Cerro",Nicaragua,Nicaragua,12.505999999999998,-86.70200000000001,728,Cinder cone,Historical,D1,3.0,"T,I",11.0,1.0,,,50.0,1.0,3.0,2.0,,1.0,11.0,1.0,,,50.0,1.0,3.0,2.0,,1.0
1992,5.0,11.0,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,Historical,D1,1.0,P,6.0,1.0,,,1.0,1.0,,,,,6.0,1.0,,,1.0,1.0,,,,
1992,7.0,5.0,,,Marapi,Sumatra,Indonesia,-0.381,100.473,2891,Complex volcano,Historical,D1,2.0,T,1.0,1.0,,,5.0,1.0,,,,,1.0,1.0,,,5.0,1.0,,,,
1992,7.0,12.0,,,Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486,Stratovolcano,Historical,D1,1.0,m,6.0,1.0,,,,,,,,,6.0,1.0,,,,,,,,
1992,9.0,17.0,,,Spurr,Alaska-SW,United States,61.3,-152.25,3374,Stratovolcano,Historical,D1,4.0,I,1.0,1.0,,,,,2.0,2.0,,,1.0,1.0,,,,,2.0,2.0,,
1992,,,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,3.0,T,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1993,1.0,14.0,,,Galeras,Colombia,Colombia,1.22,-77.37,4276,Complex volcano,Historical,D1,2.0,T,9.0,1.0,,,,,,,,,9.0,1.0,,,,,,,,
1993,1.0,21.0,,,Wurlali,Banda Sea,Indonesia,-7.125,128.675,868,Stratovolcano,Historical,D3,,m,1.0,1.0,,,12.0,1.0,,,,,1.0,1.0,,,12.0,1.0,,,,
1993,2.0,2.0,,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,2.0,P,75.0,2.0,,,,,,,,,75.0,2.0,,,,,,,,
1993,3.0,12.0,,,Guagua Pichincha,Ecuador,Ecuador,-0.171,-78.598,4784,Stratovolcano,Historical,D1,1.0,T,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1993,4.0,19.0,,,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,Historical,D1,,A,1.0,1.0,,,22.0,1.0,,,,,1.0,1.0,,,22.0,1.0,,,,
1993,6.0,13.0,,,Krakatau,Indonesia,Indonesia,-6.102,105.42299999999999,813,Caldera,Historical,D1,1.0,T,1.0,1.0,,,5.0,1.0,,,,,1.0,1.0,,,5.0,1.0,,,,
1993,6.0,23.0,,,Unzen,Kyushu-Japan,Japan,32.75,130.3,1500,Complex volcano,Historical,D1,1.0,P,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0
1993,6.0,26.0,,,Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486,Stratovolcano,Historical,D1,1.0,m,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1993,10.0,4.0,,,Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486,Stratovolcano,Historical,D1,,m,14.0,1.0,,,,,,,,,14.0,1.0,,,,,,,,
1994,1.0,15.0,,,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.52,169.425,361,Stratovolcano,Historical,D1,3.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1994,2.0,3.0,,,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676,Stratovolcano,Historical,D1,3.0,P,6.0,1.0,,,,,,,,,6.0,1.0,,,,,,,,
1994,5.0,29.0,,,Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,Historical,D1,1.0,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1994,6.0,6.0,,,Huila,Colombia,Colombia,2.92,-76.05,5365,Stratovolcano,Historical,D5,,m,,,,,,,,,,,650.0,3.0,,,,,2.4,2.0,200.0,3.0
1994,9.0,19.0,TSU,,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,Historical,D1,3.0,T,4.0,1.0,,,,,86.0,4.0,,,4.0,1.0,,,,,86.0,4.0,,
1994,11.0,3.0,,,Rinjani,Lesser Sunda Is,Indonesia,-8.42,116.47,3726,Stratovolcano,Historical,D1,3.0,m,31.0,1.0,,,,,,,,,31.0,1.0,,,,,,,,
1994,11.0,22.0,,,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947,Stratovolcano,Historical,D1,3.0,,60.0,2.0,,,,,,,,,60.0,2.0,,,,,,,,
